/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
10-listen-on-ipv6-by-default.sh: info: Enabled listen on IPv6 in /etc/nginx/conf.d/default.conf
/docker-entrypoint.sh: Sourcing /docker-entrypoint.d/15-local-resolvers.envsh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/20-envsubst-on-templates.sh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/30-tune-worker-processes.sh
/docker-entrypoint.sh: Configuration complete; ready for start up
109.252.64.186 - - [14/May/2025:16:37:58 +0000] "GET /api/ HTTP/1.1" 404 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:01 +0000] "GET /api/ HTTP/1.1" 404 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
77.110.105.199 - - [14/May/2025:16:38:24 +0000] "GET / HTTP/1.1" 200 2287 "-" "python-requests/2.32.3"
77.110.105.199 - - [14/May/2025:16:38:24 +0000] "GET /api/users HTTP/1.1" 200 257 "-" "python-requests/2.32.3"
109.252.64.186 - - [14/May/2025:16:38:44 +0000] "GET / HTTP/1.1" 200 2287 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:44 +0000] "GET /static/css/logreg.css HTTP/1.1" 304 0 "https://yumlschool.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
172.28.0.1 - - [14/May/2025:16:38:48 +0000] "GET /api/Users HTTP/1.1" 200 257 "-" "python-requests/2.32.3"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "POST / HTTP/1.1" 302 0 "https://yumlschool.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "GET /admin/ HTTP/1.1" 200 11823 "https://yumlschool.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "GET /static/css/AdminPanel.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "GET /static/css/base.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "GET /static/css/CreateTest.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "GET /static/css/PracticalWork.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "GET /static/css/TestEditor.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:48 +0000] "GET /static/js/confirmations.js HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
172.28.0.1 - - [14/May/2025:16:38:52 +0000] "GET /api/Groups HTTP/1.1" 200 334 "-" "python-requests/2.32.3"
109.252.64.186 - - [14/May/2025:16:38:52 +0000] "GET /admin/groups/ HTTP/1.1" 200 10423 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:52 +0000] "GET /static/css/GroupCRUD.css HTTP/1.1" 200 8504 "https://yumlschool.ru/admin/groups/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
172.28.0.1 - - [14/May/2025:16:38:58 +0000] "GET /api/Subjects HTTP/1.1" 200 12 "-" "python-requests/2.32.3"
109.252.64.186 - - [14/May/2025:16:38:58 +0000] "GET /subjects/ HTTP/1.1" 302 0 "https://yumlschool.ru/admin/groups/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:58 +0000] "GET /nullSubjects/ HTTP/1.1" 200 10481 "https://yumlschool.ru/admin/groups/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:58 +0000] "GET /static/css/base.css HTTP/1.1" 304 0 "https://yumlschool.ru/nullSubjects/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:38:58 +0000] "GET /static/js/confirmations.js HTTP/1.1" 304 0 "https://yumlschool.ru/nullSubjects/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:03 +0000] "POST /logout/ HTTP/1.1" 302 0 "https://yumlschool.ru/nullSubjects/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:03 +0000] "GET / HTTP/1.1" 200 2287 "https://yumlschool.ru/nullSubjects/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:03 +0000] "GET /static/css/logreg.css HTTP/1.1" 304 0 "https://yumlschool.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
172.28.0.1 - - [14/May/2025:16:39:09 +0000] "GET /api/Users HTTP/1.1" 200 257 "-" "python-requests/2.32.3"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "POST / HTTP/1.1" 302 0 "https://yumlschool.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "GET /admin/ HTTP/1.1" 200 11823 "https://yumlschool.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "GET /static/css/base.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "GET /static/css/PracticalWork.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "GET /static/css/CreateTest.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "GET /static/css/AdminPanel.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "GET /static/css/TestEditor.css HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:09 +0000] "GET /static/js/confirmations.js HTTP/1.1" 304 0 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
172.28.0.1 - - [14/May/2025:16:39:10 +0000] "GET /api/Users HTTP/1.1" 200 257 "-" "python-requests/2.32.3"
172.28.0.1 - - [14/May/2025:16:39:10 +0000] "GET /api/Roles HTTP/1.1" 200 309 "-" "python-requests/2.32.3"
172.28.0.1 - - [14/May/2025:16:39:10 +0000] "GET /api/Groups HTTP/1.1" 200 334 "-" "python-requests/2.32.3"
109.252.64.186 - - [14/May/2025:16:39:10 +0000] "GET /admin/users/ HTTP/1.1" 200 10517 "https://yumlschool.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
109.252.64.186 - - [14/May/2025:16:39:10 +0000] "GET /static/css/UserCRUD.css HTTP/1.1" 200 8396 "https://yumlschool.ru/admin/users/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
